sale_id,class_id,sale_quantity,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price_level,price,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track
17014,745137,41,637,3,2,1,2,6,DCT,1.6,L,10-15W,13.7,1,1,1,1,2,1,92,4,159,4534,1823,1483,1713,1338,5,2648,1553,1544
17015,786351,306,836,3,2,1,3,6,AT,1.6,L,10-15W,-,1,1,1,3,2,1,93.8,4,155.5,4570,1775,1445,1642,1267,5,2700,1549,1562
17016,175962,103,750,3,2,1,4,5,MT,1.6,L,10-15W,8,1,1,1,1,2,1,81,4,155,4473,1706,1469,1600,1120,5,2603,1460,1500
17017,248352,67,831,2,2,3,3,4,AT,1.4,L,8-10W,-,1,1,1,3,2,1,78.7,4,135,4120,1700,1460,1500,1087,5,2570,1511,1515
17018,961962,21,750,3,2,1,4,5,MT,1.4,L,8-10W,-,1,1,1,3,2,1,66,4,132,4487,1706,1470,1600,1120,5,2603,1460,1500
17019,961962,5,750,3,2,1,4,5,MT,1.4,L,8-10W,8,1,1,1,3,2,1,66,4,132,4487,1706,1470,1600,1120,5,2603,1460,1500
17020,580470,224,750,3,2,1,4,6,AT,1.6,L,10-15W,-,1,1,1,3,2,1,77,4,155,4523,1775,1467,1810,1310,5,2610,1517,1493
17021,603972,220,872,3,2,4,4,0,CVT,2,T,50-75W,61.7,1,1,1,1,2,2,132,4,320,5015,1874,1455,2270,1740,5,3012,1627,1618
17022,425432,446,750,3,2,1,4,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,77,4,155,4608,1743,1465,1620,1245,5,2610,1517,1493
17023,384924,8,761,3,2,2,2,6,AT,2,T,20-25W,-,1,1,1,1,2,1,184,4,296,5005,1858,1500,2190,1770,5,2837,1580,1576
17024,603972,106,872,3,2,4,4,0,CVT,2,T,50-75W,-,1,1,1,1,2,2,132,4,320,5015,1874,1455,2270,1740,5,3012,1627,1618
17025,963845,7,836,2,1,3,3,6,AT,2,L,10-15W,12.9,1,1,1,1,2,1,118,4,192,4270,1780,1622,1778,1375,5,2590,1557,1570
17026,178529,6,98,1,4,-,1,5,MT,1,L,5WL,-,2,1,1,3,2,1,45,4,85,3810,1510,1820,1575,930,7,2500,1290,1290
17027,178529,57,98,1,4,-,1,5,MT,1,L,5WL,-,2,1,1,3,2,1,45,4,85,3885,1600,1860,1620,1015,7,2500,1290,1290
17028,178529,23,98,1,4,-,1,5,MT,1,L,5WL,-,2,1,1,3,2,1,45,4,85,3885,1600,1860,1620,1015,7,2500,1290,1290
17029,576298,490,304,2,3,2,1,5,MT,1.6,L,5-8W,-,2,1,1,3,2,1,83,4,138,4645,1695,1940,2145,1545,7月8日,2800,1445,1420
17030,178529,6,98,1,4,-,1,5,MT,1,L,5WL,-,2,1,1,3,2,1,45,4,85,3730,1510,1860,1550,985,7,2500,1280,1290
17031,576298,277,304,2,3,2,1,5,MT,1.6,L,5-8W,7.6,2,1,1,3,2,1,83,4,138,4645,1695,1940,2145,1545,7月8日,2800,1445,1420
17032,321683,119,750,3,2,1,4,6,AT,1.6,L,15-20W,-,1,1,1,3,2,1,77,4,155,4644,1778,1482,1800,1340,5,2651,1535,1532
17033,248352,34,831,3,2,3,3,4,AT,1.4,L,8-10W,7.1,1,1,1,1,2,1,78.7,4,135,4370,1700,1460,1500,1083,5,2570,1511,1515
17034,248352,34,831,3,2,3,3,4,AT,1.4,L,8-10W,-,1,1,1,1,2,1,78.7,4,135,4370,1700,1460,1500,1083,5,2570,1511,1515
17035,580634,18,692,2,2,1,5,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,93,4,154,4295,1760,1523,1630,1206,5,2700,1540,1540
17036,175962,142,750,3,2,1,4,6,AT,1.6,L,10-15W,10.6,1,1,1,3,2,1,81,4,155,4473,1706,1469,1635,1155,5,2603,1460,1500
17037,175962,150,750,3,2,1,4,6,AT,1.6,L,10-15W,-,1,1,1,3,2,1,81,4,155,4473,1706,1469,1635,1155,5,2603,1460,1500
17038,291086,9,761,3,2,2,2,6,AT,2,T,20-25W,15,1,1,1,1,2,1,184,4,350,4834,1856,1494,2095,1660,5,2737,1585,1588
17039,221795,9,872,2,1,1,4,7,DCT,2,T,25-35W,-,3,1,1,3,2,2,147,4,280,4385,1831,1589,2160,1680,5,2603,1571,1575
17040,308913,8,750,2,2,1,4,7,DCT,1.4,T,15-20W,-,1,1,1,1,2,1,96,4,225,4454,1765,1460,1825,1315,5,2610,1517,1493
17041,349023,39,450,3,2,1,2,7,DCT,1.4,T,10-15W,-,1,1,1,1,2,1,110,4,235,4567,1786,1454,1700,1300,5,2662,1540,1558
17042,136916,26,106,3,2,2,5,4,AT,2,L,15-20W,-,1,1,1,3,2,1,110,4,190,4825,1825,1480,2000,1470,5,2775,1575,1560
17043,354068,9,692,3,2,1,5,6,MT,1.8,L,10-15W,-,1,1,1,3,2,1,102,4,174,4610,1760,1495,1685,1264,5,2700,1540,1540
17044,354068,9,692,3,2,1,5,6,MT,1.8,L,10-15W,-,1,1,1,3,2,1,102,4,174,4610,1760,1495,1685,1264,5,2700,1540,1540
17045,580634,9,692,2,2,1,5,6,MT,1.6,T,10-15W,-,1,1,1,3,2,1,140,4,240,4295,1760,1523,1740,1321,5,2700,1530,1530
17046,745137,172,637,3,2,1,2,5,MT,1.6,L,10-15W,-,1,1,1,1,2,1,92,4,159,4534,1823,1483,1661,1286,5,2648,1553,1544
17047,304458,8,106,3,2,1,5,0,CVT,1.6,L,10-15W,13.3,1,1,1,1,2,1,90,4,154,4630,1775,1480,1770,1310,5,2700,1525,1520
17048,281792,10,872,2,2,1,4,7,DCT,1.8,T,25-35W,22.1,1,1,1,1,2,2,132,4,300,4319,1785,1441,1885,1435,5,2629,1539,1509
17049,206765,49,761,3,2,1,2,6,AT,1.5,L,15-20W,19.7,1,1,1,1,2,1,84,4,146,4718,1802,1466,1745,1295,5,2700,1540,1558
17050,291086,38,761,3,2,2,2,6,AT,2,T,20-25W,-,1,1,1,3,2,1,184,4,350,4834,1856,1494,2095,1660,5,2737,1585,1588
17051,347384,267,831,3,2,1,3,6,AT,1.6,L,10-15W,-,1,1,1,3,2,1,93.8,4,155.5,4600,1780,1445,1720,1260,5,2700,1555,1568
17052,354068,147,692,3,2,1,5,0,CVT,1.6,L,10-15W,-,1,1,1,3,2,1,93,4,154,4610,1760,1495,1660,1237,5,2700,1540,1540
17053,354068,230,692,3,2,1,5,0,CVT,1.6,L,10-15W,9.7,1,1,1,3,2,1,93,4,154,4610,1760,1495,1660,1237,5,2700,1540,1540
17054,379876,189,985,3,2,1,6,4,AT,1.6,L,10-15W,-,1,1,1,1,2,1,86,4,150,4558,1805,1505,1798,1370,5,2612,1525,1522
17055,735971,60,761,3,2,1,2,6,AT,1.8,L,10-15W,-,1,1,1,3,2,1,108,4,177,4671,1815,1478,1840,1430,5,2685,1544,1558
17056,194450,12,836,2,1,1,3,5,MT,2,L,15-20W,-,1,1,1,3,2,1,104,4,184,4325,1795,1680,1890,1515,5,2630,1550,1550
17057,136916,51,106,3,2,2,5,4,AT,2,L,15-20W,-,1,1,1,3,2,1,108,4,190,4825,1820,1485,2000,1520,5,2775,1575,1560
17058,819061,23,831,2,1,1,3,6,MT,2,L,15-20W,-,1,1,1,3,2,1,121,4,199,4450,1855,1635,1980,1431,5,2640,1614,1615
17059,354068,175,692,3,2,1,5,0,CVT,1.6,L,10-15W,-,1,1,1,3,2,1,93,4,154,4610,1760,1495,1660,1237,5,2700,1540,1540
17060,580634,9,692,2,2,1,5,0,CVT,1.6,L,10-15W,-,1,1,1,1,2,1,93,4,154,4295,1760,1523,1640,1211,5,2700,1540,1540
17061,349023,29,450,3,2,1,2,6,AT,1.6,L,10-15W,-,1,1,1,3,2,1,89,4,155,4598,1797,1477,1800,1390,5,2685,1544,1558
17062,739296,222,290,2,3,3,7,5,MT,1.5,L,5-8W,-,1,1,1,3,2,1,82,4,146.5,4685,1785,1715,1900,1380,6月7日,2750,1530,1525
17063,739296,780,290,2,3,3,7,5,MT,1.5,L,5-8W,-,1,1,1,3,2,1,82,4,146.5,4685,1785,1715,1900,1380,6月7日,2750,1530,1525
17064,347384,276,831,3,2,1,3,6,MT,1.6,L,10-15W,10.2,1,1,1,3,2,1,93.8,4,155.5,4600,1780,1445,1700,1230,5,2700,1555,1568
17065,136916,9,106,3,2,2,5,6,AT,2.5,L,15-20W,-,1,1,1,3,2,1,135,4,235,4825,1825,1480,2000,1490,5,2775,1575,1560
17066,290854,27,537,2,1,1,5,5,AT,2,L,15-20W,-,3,1,1,3,2,1,114,4,190,4550,1820,1685,2010,1576,5,2620,1565,1565
17067,580634,9,692,2,2,1,5,5,MT,1.6,L,10-15W,12.1,1,1,1,1,2,1,93,4,154,4295,1760,1523,1630,1206,5,2700,1540,1540
17068,209945,68,814,3,2,4,4,8,AT,2,T,35-50W,58.6,2,1,1,1,2,2,150,4,270,5055,1860,1491,2230,1770,5,3108,1600,1627
17069,739296,258,290,2,3,3,7,5,MT,1.5,L,5-8W,7.9,1,1,1,1,2,1,82,4,146.5,4710,1785,1715,1920,1435,6月7日,2750,1530,1525
17070,281301,7,750,3,2,2,4,5,MT,1.4,T,25-35W,-,1,1,1,3,2,1,96,4,220,4870,1834,1472,1975,1435,5,2803,1577,1550
17071,416749,65,537,2,1,3,5,0,CVT,1.8,L,10-15W,13.9,1,1,1,1,2,1,100,4,169,4270,1772,1605,1775,1295,5,2610,1540,1530
17072,425432,27,750,3,2,1,4,5,MT,1.4,T,10-15W,-,1,1,1,3,2,1,96,4,225,4605,1765,1460,1795,1285,5,2610,1517,1493
17073,409854,69,638,2,1,1,1,6,MT,1.5,T,10-15W,-,1,1,1,3,2,1,110,4,210,4640,1825,1690,2051,1541,5,2680,1565,1565
17074,409854,310,638,2,1,1,1,6,MT,1.5,T,10-15W,13.4,1,1,1,3,2,1,110,4,210,4640,1825,1690,2051,1541,5,2680,1565,1565
17075,472603,34,985,3,2,1,6,5,MT,2,L,10-15W,-,1,1,1,3,2,1,108,4,200,4688,1815,1525,1818,1402,5,2710,1522,1503
17076,425432,182,750,3,2,1,4,5,MT,1.6,L,10-15W,13.2,1,1,1,1,2,1,81,4,155,4605,1765,1460,1735,1225,5,2610,1517,1493
17077,304458,8,106,3,2,1,5,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,90,4,154,4630,1775,1480,1770,1290,5,2700,1525,1520
17078,248352,403,831,3,2,3,3,5,MT,1.4,L,8-10W,-,1,1,1,3,2,1,78.7,4,135,4370,1700,1460,1460,1039,5,2570,1511,1515
17079,248352,554,831,3,2,3,3,5,MT,1.4,L,8-10W,-,1,1,1,3,2,1,78.7,4,135,4370,1700,1460,1460,1039,5,2570,1511,1515
17080,468392,241,537,3,2,2,5,0,CVT,2,L,20-25W,21.1,1,1,1,3,2,1,114,4,190,4930,1845,1470,1920,1495,5,2775,1595,1585
17081,436105,124,836,3,2,2,3,6,AT,1.8,L,15-20W,-,1,1,1,3,2,1,105,4,176,4710,1820,1470,1840,1378,5,2770,1579,1589
17082,651347,9,537,2,2,3,5,5,MT,1.5,L,8-10W,-,1,1,1,3,2,1,96,4,155,4065,1695,1525,1470,1058,5,2530,1480,1465
17083,651347,9,537,2,2,3,5,5,MT,1.5,L,8-10W,7.1,1,1,1,3,2,1,96,4,155,4065,1695,1525,1470,1058,5,2530,1480,1465
17084,103507,23,831,2,1,3,3,6,AT,1.6,L,10-15W,17.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5,2590,1557,1570
17085,649213,15,75,3,2,2,2,6,AT,2,T,25-35W,-,2,1,1,1,2,2,200,4,400,4730,1824,1421,1996,1600,5,2860,1535,1578
17086,103507,12,831,2,1,3,3,7,DCT,1.6,T,10-15W,13.5,1,1,1,3,2,1,117.7,4,250,4270,1780,1630,1880,1426,5,2590,1557,1570
17087,291086,47,761,3,2,2,2,6,AT,2.4,L,20-25W,-,1,1,1,3,2,1,137,4,240,4830,1856,1484,2025,1590,5,2737,1585,1587
17088,291514,35,783,2,1,3,1,5,MT,1.6,L,8-10W,-,1,1,1,3,2,1,92,4,160,4160,1810,1635,1645,1270,5,2560,1560,1560
17089,178529,359,98,1,4,-,1,5,MT,1,L,5WL,-,2,1,1,3,2,1,45,4,85,3797,1510,1820,1575,945,7,2500,1290,1290
17090,621073,1523,98,2,3,3,1,5,MT,1.5,L,5WL,-,2,1,1,3,1,1,82,4,146.5,4400,1680,1770,1825,1305,7月8日,2720,1420,1440
17091,290854,9,537,2,1,1,5,5,AT,2,L,15-20W,-,1,1,1,1,2,1,114,4,190,4550,1820,1685,2010,1506,5,2620,1565,1565
17092,559132,7,692,3,2,2,5,0,CVT,2.5,L,20-25W,-,1,1,1,3,2,1,137,4,234,5003,1830,1490,1995,1564,5,2900,1585,1585
17093,221795,109,872,2,1,1,4,6,DCT,1.4,T,25-35W,-,1,1,1,1,2,2,110,4,250,4385,1831,1589,2000,1520,5,2603,1571,1575
17094,194450,24,836,2,1,1,3,5,MT,2,L,15-20W,13.2,1,1,1,3,2,1,104,4,184,4325,1795,1680,1890,1515,5,2630,1550,1550
17095,961362,10,692,2,1,1,5,0,CVT,2,L,15-20W,-,3,1,1,3,2,1,106,4,198,4315,1783,1606,1960,1515,5,2630,1540,1545
17096,786351,7,836,3,2,1,3,6,MT,1.6,L,10-15W,-,1,1,1,1,2,1,93.8,4,155.5,4570,1775,1445,1608,1233,5,2700,1549,1562
17097,349023,349,450,3,2,1,2,6,AT,1.6,L,10-15W,-,1,1,1,3,2,1,89,4,155,4598,1797,1477,1800,1390,5,2685,1544,1558
17098,527809,6,953,3,2,4,4,7,AT,3,L,35-50W,-,2,1,1,3,2,2,180,6,300,5026,1854,1467,2420,1848,5,3014,1579,1596
17099,819061,8,831,2,1,1,3,6,AT,2,L,15-20W,16.1,3,1,1,3,2,1,121,4,199,4450,1855,1635,2030,1541,5,2640,1614,1615
17100,628041,251,750,2,2,1,4,6,AT,1.6,L,15-20W,15.6,1,1,1,1,2,1,81,4,155,4255,1799,1452,1740,1260,5,2637,1549,1520
17101,580470,159,750,3,2,1,4,6,AT,1.6,L,10-15W,11.3,1,1,1,3,2,1,77,4,155,4523,1775,1467,1810,1310,5,2610,1517,1493
17102,603972,282,872,3,2,4,4,0,CVT,2,T,50-75W,42.9,1,1,1,1,2,2,132,4,320,5015,1874,1455,2270,1740,5,3012,1627,1618
17103,472603,8,985,3,2,1,6,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,86,4,150,4688,1815,1525,1816,1401,5,2710,1522,1503
17104,628041,7,750,2,2,1,4,7,DCT,1.4,T,15-20W,16.3,1,1,1,3,2,1,110,4,250,4255,1799,1452,1780,1305,5,2637,1549,1520
17105,178529,40,98,1,4,-,1,5,MT,1,L,5WL,-,2,1,1,3,2,1,50,4,90,3885,1600,1860,1620,1000,7,2500,1290,1290
17106,425432,764,750,3,2,1,4,6,AT,1.6,L,10-15W,-,1,1,1,3,2,1,81,4,155,4605,1765,1460,1775,1265,5,2610,1517,1493
17107,178529,23,98,1,4,-,1,5,MT,1,L,5WL,-,2,1,1,3,2,1,45,4,85,3730,1510,1860,1550,985,7,2500,1280,1290
17108,178529,11,98,1,4,-,1,5,MT,1,L,5WL,-,2,1,1,3,2,1,45,4,85,3730,1510,1860,1550,985,7,2500,1280,1290
17109,178529,11,98,1,4,-,1,5,MT,1,L,5WL,-,2,1,1,3,2,1,45,4,85,3730,1510,1860,1550,985,7,2500,1280,1290
17110,732758,7,814,2,1,1,4,8,AT,2,T,25-35W,-,2,1,1,1,2,2,128,4,240,4484,1798,1577,2060,1605,5,2760,1500,1529
17111,580634,359,692,2,2,1,5,0,CVT,1.6,L,10-15W,-,1,1,1,3,2,1,93,4,154,4295,1760,1523,1640,1211,5,2700,1540,1540
17112,349023,10,450,2,2,1,2,5,MT,1.6,L,10-15W,11.3,1,1,1,1,2,1,86,4,155,4510,1797,1477,1788,1380,5,2685,1545,1567
17113,671482,83,637,2,1,3,2,6,DCT,1.5,L,10-15W,-,1,1,1,1,2,1,81,4,140,4280,1785,1658,1670,1295,5,2530,1527,1533
17114,603972,26,872,3,2,4,4,0,CVT,2.8,L,50-75W,-,1,1,1,3,2,2,162,6,280,5015,1874,1455,2320,1820,5,3012,1627,1618
17115,291086,28,761,3,2,2,2,6,AT,2,T,20-25W,26.5,1,1,1,1,2,1,184,4,350,4834,1856,1494,2095,1660,5,2737,1585,1588
17116,496459,144,497,2,1,3,1,0,CVT,1.6,L,5-8W,8.8,1,1,1,3,2,1,93,4,160,4420,1760,1670,1765,1390,5,2510,1500,1495
17117,580470,6,750,3,2,1,4,5,MT,1.4,T,10-15W,-,1,1,1,3,2,1,96,4,220,4523,1775,1467,1810,1325,5,2610,1517,1493
17118,527809,17,953,3,2,4,4,7,AT,3,T,35-50W,-,3,1,1,1,2,2,200,6,400,5024,1854,1477,2480,1954,5,3014,1578,1599
17119,559132,41,692,3,2,2,5,0,CVT,2.5,L,20-25W,27.5,1,1,1,3,2,1,137,4,234,4868,1830,1490,1900,1469,5,2775,1585,1585
17120,221795,9,872,2,1,1,4,7,DCT,2,T,25-35W,-,1,1,1,3,2,2,125,4,280,4385,1831,1589,2040,1560,5,2603,1571,1575
17121,321683,26,750,3,2,1,4,7,DCT,1.4,T,15-20W,-,1,1,1,3,2,1,96,4,220,4544,1760,1461,1930,1425,5,2578,1539,1528
17122,472603,17,985,3,2,1,6,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,86,4,150,4688,1815,1525,1816,1375,5,2710,1522,1503
17123,321683,9,750,3,2,1,4,5,MT,1.4,T,15-20W,15.9,1,1,1,3,2,1,96,4,220,4644,1778,1482,1840,1350,5,2651,1535,1532
17124,425432,55,750,3,2,1,4,7,DCT,1.4,T,10-15W,11.3,1,1,1,1,2,1,96,4,225,4605,1765,1460,1815,1305,5,2610,1517,1493
17125,248352,8,831,2,2,3,3,5,MT,1.4,L,8-10W,8.9,1,1,1,1,2,1,78.7,4,135,4120,1700,1460,1460,1043,5,2570,1511,1515
17126,281792,20,872,2,2,1,4,7,DCT,1.4,T,25-35W,25.9,1,1,1,3,2,2,110,4,250,4319,1785,1441,1790,1340,5,2629,1539,1509
17127,713651,6,537,3,2,1,5,5,AT,2,L,10-15W,-,1,1,1,3,2,1,114,4,190,4535,1755,1450,1720,1315,5,2670,1495,1520
17128,741152,83,761,2,1,1,2,6,AT,2,T,20-25W,-,3,1,1,1,2,1,186,4,353,4667,1839,1663,2275,1800,5,2750,1584,1588
17129,125403,8,761,2,3,2,2,6,AT,2.4,L,35-50W,-,1,1,1,1,2,1,134,4,240,5266,1878,1772,2470,1860,7,3088,1593,1603
17130,175962,71,750,3,2,1,4,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,81,4,155,4473,1706,1469,1600,1120,5,2603,1460,1500
17131,136916,26,106,3,2,2,5,4,AT,2,L,15-20W,-,1,1,1,3,2,1,108,4,190,4825,1820,1485,2000,1490,5,2775,1575,1560
17132,281301,58,750,3,2,2,4,6,AT,1.8,T,25-35W,-,1,1,1,3,2,1,118,4,250,4870,1834,1472,2040,1500,5,2803,1577,1550
17133,125403,49,761,2,3,2,2,6,AT,3,L,35-50W,-,1,1,1,1,2,1,187,6,290,5266,1878,1772,2470,1930,7,3088,1593,1603
17134,125403,16,761,2,3,2,2,6,AT,3,L,35-50W,-,1,1,1,1,2,1,187,6,290,5266,1878,1772,2470,1930,7,3088,1593,1603
17135,416749,58,537,2,1,3,5,0,CVT,1.8,L,10-15W,14.9,1,1,1,1,2,1,100,4,169,4270,1772,1605,1775,1295,5,2610,1540,1530
17136,360648,9,106,2,2,3,5,4,AT,1.3,L,8-10W,-,1,1,1,3,2,1,73,4,123,4115,1700,1495,1500,1055,5,2550,1460,1460
17137,360648,47,106,2,2,3,5,4,AT,1.3,L,8-10W,-,1,1,1,3,2,1,73,4,123,4115,1700,1495,1500,1055,5,2550,1460,1460
17138,735971,499,761,3,2,1,2,5,MT,1.5,L,10-15W,12.2,1,1,1,1,2,1,81,4,143,4587,1798,1463,1660,1225,5,2640,1538,1541
17139,178529,11,98,1,4,-,1,5,MT,1,L,5WL,-,2,1,1,3,2,1,45,4,85,3797,1510,1820,1575,925,7,2500,1290,1290
17140,682651,61,872,3,2,2,4,7,DCT,2,T,35-50W,27.2,3,1,1,1,2,2,165,4,350,4761,1826,1439,2120,1710,5,2869,1564,1550
17141,436105,148,836,3,2,2,3,6,AT,1.8,L,15-20W,-,1,1,1,3,2,1,105,4,176,4710,1820,1470,1840,1378,5,2770,1579,1589
17142,436105,366,836,3,2,2,3,6,AT,1.8,L,15-20W,13.9,1,1,1,3,2,1,105,4,176,4710,1820,1470,1840,1378,5,2770,1579,1589
17143,735971,17,761,3,2,1,2,6,AT,1.6,L,10-15W,14,1,1,1,1,2,1,86,4,150,4671,1815,1478,1820,1410,5,2685,1544,1558
17144,175962,63,750,3,2,1,4,5,MT,1.6,L,10-15W,6.7,1,1,1,3,2,1,81,4,155,4473,1706,1469,1600,1120,5,2603,1460,1500
17145,436105,389,836,3,2,2,3,6,AT,1.8,L,15-20W,16.5,1,1,1,3,2,1,105,4,176,4710,1820,1470,1840,1378,5,2770,1579,1589
17146,682651,15,872,3,2,2,4,0,CVT,1.8,T,35-50W,32.3,1,1,1,1,2,2,118,4,250,4761,1826,1439,2020,1590,5,2869,1564,1550
17147,289386,20,813,2,2,1,5,6,AT,1.5,L,10-15W,15.3,1,1,1,1,2,1,86,4,148,4461,1795,1474,1820,1315,5,2700,1555,1560
17148,308913,164,750,2,2,1,4,6,AT,1.6,L,15-20W,-,1,1,1,3,2,1,81,4,155,4454,1765,1460,1785,1275,5,2610,1517,1493
17149,576298,16,304,2,3,2,1,5,MT,2,L,5-8W,-,2,1,1,3,2,1,81.58,4,162.68,5055,1695,1960,2275,1750,7月8日,3000,1445,1420
17150,924154,282,637,3,2,1,2,5,MT,1.5,L,10-15W,9.8,1,1,1,1,2,1,85,4,142,4587,1825,1490,1630,1255,5,2687,1562,1548
17151,308913,115,750,2,2,1,4,6,AT,1.6,L,15-20W,-,1,1,1,3,2,1,81,4,155,4454,1765,1460,1785,1275,5,2610,1517,1493
17152,425432,18,750,3,2,1,4,5,MT,1.4,T,10-15W,13.2,1,1,1,1,2,1,96,4,225,4605,1765,1460,1795,1285,5,2610,1517,1493
17153,682651,380,872,3,2,2,4,0,CVT,2,T,35-50W,-,1,1,1,3,2,2,132,4,320,4761,1826,1439,2020,1600,5,2869,1564,1550
17154,425432,419,750,3,2,1,4,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,81,4,155,4605,1765,1460,1735,1225,5,2610,1517,1493
17155,580470,77,750,3,2,1,4,5,MT,1.6,L,10-15W,10.1,1,1,1,1,2,1,77,4,155,4523,1775,1467,1765,1265,5,2610,1517,1493
17156,221795,109,872,2,1,1,4,7,DCT,2,T,25-35W,-,3,1,1,3,2,2,125,4,280,4385,1831,1589,2150,1670,5,2603,1571,1575
17157,221795,82,872,2,1,1,4,7,DCT,2,T,25-35W,-,3,1,1,3,2,2,125,4,280,4385,1831,1589,2150,1670,5,2603,1571,1575
17158,883691,37,750,3,2,2,4,6,DCT,2,T,20-25W,23.6,1,1,1,1,2,1,147,4,280,4865,1820,1475,2000,1550,5,2812,1552,1551
17159,682651,30,872,3,2,2,4,0,CVT,1.8,T,35-50W,-,1,1,1,3,2,2,118,4,250,4763,1826,1426,2045,1610,5,2869,1564,1550
17160,290854,89,537,2,1,1,5,5,AT,2,L,15-20W,-,1,1,1,3,2,1,114,4,190,4550,1820,1685,2010,1506,5,2620,1565,1565
17161,961362,31,692,2,1,1,5,0,CVT,2,L,15-20W,-,1,1,1,3,2,1,106,4,198,4315,1783,1606,1930,1436,5,2630,1540,1545
17162,354068,18,692,3,2,1,5,5,MT,1.6,L,10-15W,9.2,1,1,1,3,2,1,93,4,154,4610,1760,1495,1640,1217,5,2700,1540,1540
17163,819061,8,831,2,1,1,3,6,AT,2,L,15-20W,-,3,1,1,3,2,1,121,4,199,4450,1855,1635,2030,1541,5,2640,1614,1615
17164,348641,193,498,3,2,1,1,4,AT,1.5,L,8-10W,7.4,1,1,1,1,2,1,80,4,135,4579,1804,1490,1655,1280,5,2660,1548,1549
17165,354068,101,692,3,2,1,5,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,86,4,153,4665,1700,1505,1660,1180,5,2700,1480,1485
17166,360648,9,106,2,2,3,5,5,MT,1.3,L,8-10W,8.7,1,1,1,3,2,1,73,4,123,4115,1700,1485,1500,1030,5,2550,1470,1470
17167,265980,6,783,2,3,3,1,5,MT,1.5,L,5-8W,-,2,1,1,3,1,1,78,4,135,4420,1685,1850,1970,1370,7月8日,2750,1425,1435
17168,472603,42,985,3,2,1,6,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,86,4,150,4688,1815,1525,1816,1401,5,2710,1522,1503
17169,354068,74,692,3,2,1,5,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,86,4,153,4665,1700,1505,1660,1180,5,2700,1480,1485
17170,492952,8,692,3,2,1,5,0,CVT,1.6,L,10-15W,12.3,1,1,1,1,2,1,93,4,154,4683,1780,1465,1670,1260,5,2700,1530,1530
17171,587678,39,537,2,1,3,5,0,CVT,1.8,L,15-20W,18.8,1,1,1,3,2,1,100,4,169,4294,1772,1605,1770,1256,5,2610,1535,1540
17172,178529,11,98,1,4,-,1,5,MT,1,L,5WL,-,2,1,1,3,2,1,45,4,85,3730,1510,1860,1550,985,7,2500,1280,1290
17173,587678,10,537,2,1,3,5,0,CVT,1.5,L,15-20W,18.7,1,1,1,3,2,1,96,4,155,4294,1772,1605,1770,1204,5,2610,1535,1540
17174,732758,63,814,2,1,1,4,8,AT,2,T,25-35W,-,2,1,1,1,2,2,128,4,240,4484,1798,1577,2060,1605,5,2760,1500,1529
17175,923841,9,450,3,2,2,2,6,AT,2.4,L,15-20W,-,1,1,1,3,2,1,137,4,240,4869,1854,1472,2010,1590,5,2737,1585,1587
17176,209945,8,814,3,2,4,4,8,AT,2,T,35-50W,42.1,2,1,1,1,2,2,200,4,350,5055,1860,1491,2250,1760,5,3108,1600,1627
17177,745137,8,637,2,2,1,2,5,MT,2,L,10-15W,11.7,1,1,1,1,2,1,125,4,202,4368,1823,1483,1742,1367,5,2648,1553,1544
17178,745137,8,637,2,2,1,2,5,MT,2,L,10-15W,11.7,1,1,1,1,2,1,125,4,202,4368,1823,1483,1742,1367,5,2648,1553,1544
17179,291086,9,761,3,2,2,2,6,AT,2,T,20-25W,17.2,1,1,1,1,2,1,184,4,350,4834,1856,1494,2095,1660,5,2737,1585,1588
17180,603972,220,872,3,2,4,4,0,CVT,2,T,50-75W,-,1,1,1,3,2,2,132,4,320,5015,1874,1455,2270,1740,5,3012,1627,1618
17181,496459,38,497,2,1,3,1,0,CVT,1.6,L,5-8W,-,1,1,1,3,2,1,93,4,160,4420,1760,1670,1765,1390,5,2510,1500,1495
17182,692703,122,807,2,1,1,1,7,DCT,1.3,T,10-15W,13,1,1,1,1,2,1,101,4,202,4510,1852,1677,1900,1475,5,2650,1575,1570
17183,580634,55,692,2,2,1,5,5,MT,1.6,L,10-15W,-,1,1,1,3,2,1,93,4,154,4295,1760,1523,1630,1206,5,2700,1540,1540
17184,136916,51,106,3,2,2,5,4,AT,2,L,15-20W,-,1,1,1,3,2,1,110,4,190,4825,1825,1480,2000,1470,5,2775,1575,1560
